,predPrice_sc,realPrice_sc
0,0.3139913,0.26195727076940534
1,0.31451088,0.26283293821943965
2,0.3171646,0.2677462979245846
3,0.3151942,0.2701679644430237
4,0.30796883,0.2744747381801097
5,0.29972947,0.27206777191645937
6,0.30848372,0.2662733992140842
7,0.32720226,0.2707993403862038
8,0.3386535,0.2755458521994957
9,0.34070057,0.277126530505334
10,0.33463377,0.26948961450385933
11,0.3256926,0.2693146814718723
12,0.3173148,0.2696050783232916
13,0.31198418,0.2714865772975814
14,0.30996641,0.26381377931055405
15,0.30741164,0.263794134424609
16,0.30438554,0.2631311529336331
17,0.306122,0.26246342726952054
18,0.30700296,0.26133137401210116
19,0.30063814,0.2545848257154497
20,0.29041475,0.23872284988226766
21,0.28407127,0.23722101839756937
22,0.29333344,0.23797220141727837
23,0.31850624,0.2384200246336179
24,0.3248545,0.23896132810654647
25,0.32317263,0.24249132701672294
26,0.31088692,0.23936831802424297
27,0.2903968,0.23889404103121747
28,0.27177894,0.24290921516876518
29,0.26822203,0.24829024343421469
30,0.2702233,0.25156966981958173
31,0.2730347,0.2543072581773007
32,0.28205794,0.25386364457937793
33,0.29056898,0.25008033355145387
34,0.29052073,0.24687213658247276
35,0.28604838,0.24429083197896095
36,0.27877265,0.23890172525531173
37,0.27608228,0.23767425398044473
38,0.27795684,0.24211205376123723
39,0.28392783,0.24384675732759253
40,0.29131275,0.24218769993599376
41,0.29210722,0.24485999911664835
42,0.28378102,0.24772487831697043
43,0.27196047,0.24721986442756838
44,0.26573664,0.24783914607021762
45,0.27311677,0.24611273478395002
46,0.28355497,0.24239684447003473
47,0.3022021,0.24108538128485169
48,0.31112564,0.2435526854124761
49,0.30475578,0.24585902175016283
50,0.28899494,0.25192421323735226
51,0.27260298,0.2451480639731034
52,0.2660073,0.2443041357095449
53,0.27395034,0.24871013616645554
54,0.2853851,0.2545009006244735
55,0.2914514,0.2543333177198809
56,0.29438883,0.2559853590807851
57,0.30352837,0.2570366945755458
58,0.3133837,0.2532119555568533
59,0.31003892,0.25112071067446307
60,0.31201553,0.2519896961905025
61,0.31576604,0.2688345845143373
62,0.31172395,0.27099465331687533
63,0.30706048,0.2780761001453521
64,0.32141,0.277586915757584
65,0.3579324,0.2839026129502429
66,0.37295288,0.2877606948195701
67,0.3594535,0.28865567305884965
68,0.35368735,0.282326545178861
69,0.34607583,0.2820960852753762
70,0.3313414,0.2913106727123915
71,0.32881033,0.2939295899223606
72,0.33622706,0.2915907793854585
73,0.34171987,0.28660806120544624
74,0.34189737,0.28970019298093586
75,0.33855927,0.2938256858487396
76,0.3356892,0.32629460633619733
77,0.33354312,0.29651736931991335
78,0.33864045,0.28660445296108916
79,0.36120045,0.2768708128913483
80,0.3938688,0.291712524222846
81,0.41151512,0.2985631770511382
82,0.39958435,0.29385775913191514
83,0.3875996,0.2952485368736182
84,0.3821022,0.29760111219454943
85,0.37583208,0.297177076663232
86,0.3705665,0.2956570034987275
87,0.37844527,0.2930493787572097
88,0.3777297,0.29516380995056235
89,0.36215597,0.2938085800977126
90,0.34149206,0.2734729826355914
91,0.3366956,0.2671232075795583
92,0.34589005,0.2680819314691495
93,0.36069512,0.26813612195384817
94,0.37078124,0.26897837973390804
95,0.37029886,0.26961984539742023
96,0.35290378,0.2653865729342785
97,0.3276208,0.2602499698143631
98,0.30589753,0.255368282476354
99,0.30015153,0.2509628165741631
100,0.3044924,0.251502182286233
101,0.31895244,0.25021410587003223
102,0.32649648,0.24382978521524545
103,0.32063442,0.24717583048254188
104,0.30588782,0.2485217724471387
105,0.2931325,0.23862074324889126
106,0.28410894,0.2423843492534642
107,0.2806725,0.24938487786126262
108,0.28241745,0.2503343806819408
109,0.28527728,0.2504098197167435
110,0.2900478,0.25087000451097363
111,0.29068077,0.25378352819077876
112,0.2851408,0.2528202605860711
113,0.2767951,0.2550057207377898
114,0.27624953,0.25823309485733636
115,0.2847985,0.26045356834318834
116,0.29148507,0.26060117226513624
117,0.29739013,0.25089439357005494
118,0.3030162,0.2511295976466763
119,0.300801,0.2590355951301263
120,0.29381514,0.2692634978574713
121,0.28443813,0.2803878488495748
122,0.28279668,0.28389325824265
123,0.29460025,0.28444137728825336
124,0.31635344,0.285408654053358
125,0.3347717,0.2854856967523195
126,0.34481847,0.28528864651880936
127,0.34289825,0.28664407682967896
128,0.33101106,0.2911616655843047
129,0.3165121,0.2928418378873274
130,0.31546187,0.2924945109582715
131,0.32204938,0.29057465768285096
132,0.33464128,0.2956162437013582
133,0.3434106,0.2970789858721865
134,0.34527653,0.2939695478876502
135,0.33998173,0.2954230021702253
136,0.33510792,0.2925364066844196
137,0.33169436,0.2871492310396948
138,0.33084142,0.28401406760927805
139,0.3290844,0.27598077928322495
140,0.3303833,0.28869262415384167
141,0.33704633,0.2936808883390697
142,0.34550667,0.2924935754875122
143,0.34858263,0.2962457487030199
144,0.35078102,0.29438843832979156
145,0.3545004,0.2896587649901673
