,open,close,high,low,volume
180,16767.471,16817.536,16827.223,16767.471,4142.0
181,16816.316000000003,16839.7,16853.668999999998,16807.7769,3590.0
182,16842.463,16862.961,16867.121,16839.7,1566.0
183,16862.961,16816.5459,16862.961,16793.7,3720.0
184,16816.5459,16783.768,16842.2599,16770.931,3526.0
185,16787.955,16813.433999999997,16817.62,16781.762,2120.0
186,16806.505,16779.304,16806.505,16777.768,1878.0
187,16776.35,16672.398999999998,16780.536,16642.1169,10754.0
188,16671.14,16683.058999999997,16683.058999999997,16645.271,5110.0
189,16683.058999999997,16698.318,16729.679,16668.525,3960.0
190,16695.703,16716.452,16716.452,16666.859,3570.0
191,16723.348,16684.806,16736.088,16659.869,3852.0
192,16684.806,16698.126,16705.066000000003,16680.503,2210.0
193,16702.429,16705.288,16736.731,16698.91,4058.0
194,16705.288,16726.343,16731.904,16705.288,2428.0
195,16718.593,16652.197,16774.68,16605.288,7270.0
196,16659.128,16675.411,16683.506,16637.183,2960.0
197,16675.411,16691.5269,16701.858,16665.457,2298.0
198,16691.5269,16739.988,16759.319,16671.125,4432.0
199,16739.988,16696.718,16740.4739,16691.06,2048.0
200,16696.718,16696.253,16702.016,16673.901,1790.0
201,16691.9019,16698.641,16714.521,16691.221999999998,2076.0
202,16698.641,16677.7589,16699.077,16659.881,3004.0
203,16677.7589,16703.496,16705.718,16677.7589,1352.0
204,16707.366,16688.975,16738.718,16674.627,4394.0
205,16687.68,16686.398999999998,16687.68,16674.1709,2410.0
206,16686.398999999998,16719.823,16742.47,16679.645,3176.0
207,16717.267,16726.912,16737.782,16715.945,1466.0
208,16728.146,16720.251,16733.625,16713.061,1550.0
209,16720.251,16705.498,16720.251,16700.02,1698.0
210,16736.854,16714.733,16736.854,16710.591,2046.0
211,16714.733,16714.927,16727.426,16709.195,2168.0
212,16714.927,16743.161,16753.75,16714.927,2188.0
213,16743.161,16655.089,16750.123,16643.943,3952.0
214,16655.089,16656.372,16671.875,16649.039,2398.0
215,16659.155,16654.058,16665.386000000002,16653.552,1908.0
216,16654.058,16663.174,16678.172,16651.561,1188.0
217,16661.79,16672.8139,16689.702,16650.819,3274.0
218,16672.8139,16642.484,16673.828,16631.377,2848.0
219,16642.484,16652.4559,16657.553,16642.484,1034.0
220,16648.373,16654.912,16658.995,16648.373,1220.0
221,16654.912,16647.276,16660.07,16633.39,2576.0
222,16647.276,16652.423,16663.537,16614.696,3456.0
223,16652.423,16674.857,16678.979,16646.857,1858.0
224,16674.857,16694.953999999998,16702.862,16667.504,2210.0
225,16715.211,16868.268,16889.342,16705.2589,8360.0
226,16864.116,16832.4379,16868.268,16827.502,2992.0
227,16832.4379,16860.758,16873.602,16830.057,3072.0
228,16860.758,16808.034,16865.023999999998,16801.697,4858.0
229,16806.381999999998,16804.6529,16820.551,16800.567,2530.0
230,16806.305,16785.925,16808.738,16781.122,2114.0
231,16785.925,16804.683999999997,16812.106,16785.925,1150.0
232,16806.368000000002,16847.8489,16851.9559,16791.691000000003,2426.0
233,16847.8489,16845.8139,16848.221999999998,16828.164,2314.0
234,16845.8139,16861.715,16863.991,16836.91,1930.0
235,16861.715,16900.841,16935.862,16857.608,5712.0
236,16901.083,16980.04,16980.04,16898.72,4858.0
237,16976.111,16869.908,16999.828,16768.237,10548.0
238,16873.356,16845.683999999997,16888.828999999998,16823.066000000003,6262.0
239,16841.756,16846.113,16866.748,16831.749,4230.0
240,16815.623,16831.935,16843.728,16801.393,3298.0
241,16831.424,16818.585,16839.624,16816.608,1866.0
242,16822.497,16829.148,16829.148,16809.846999999998,914.0
243,16829.148,16678.458,16831.994,16663.431,5550.0
244,16689.183999999997,16590.136000000002,16698.639,16524.074,11366.0
245,16588.846,16649.327,16654.712,16525.596,5766.0
246,16654.199,16653.845,16682.73,16633.826,2354.0
247,16648.015,16655.958,16670.843,16609.183,3476.0
248,16660.4559,16669.5089,16677.64,16649.868000000002,2170.0
249,16669.5089,16699.83,16699.83,16659.315,2168.0
250,16701.566000000003,16698.611,16759.499,16694.708,5538.0
251,16698.4029,16754.0639,16768.4739,16698.4029,3120.0
252,16751.584,16747.766,16754.542,16745.255,610.0
253,16751.966,16781.793999999998,16797.696,16747.077,2432.0
254,16781.793999999998,16739.656000000003,16781.793999999998,16735.4559,3080.0
255,16749.916,16718.213,16764.254,16683.5629,2584.0
256,16724.326,16732.343999999997,16739.075,16699.311999999998,1682.0
257,16732.343999999997,16724.429,16744.071,16721.859,982.0
258,16724.429,16756.86,16776.1709,16700.213,1736.0
259,16759.661,16705.444,16767.27,16688.194,3350.0
260,16705.444,16709.32,16742.5459,16705.444,1526.0
261,16716.061,16765.791,16775.979,16716.061,2976.0
262,16756.363,16744.988999999998,16782.298,16729.881999999998,2154.0
263,16744.988999999998,16743.88,16744.988999999998,16722.854,1432.0
264,16743.88,16732.127,16761.221999999998,16732.127,1470.0
265,16724.676,16703.979,16729.394,16682.621,2496.0
266,16700.07,16687.825,16726.245,16664.961,2370.0
267,16687.825,16674.2779,16697.713,16674.2779,1214.0
268,16681.029,16721.613999999998,16721.613999999998,16674.737,1392.0
269,16721.613999999998,16714.912,16729.936,16708.0269,1872.0
270,16694.376,16692.373,16728.345,16665.6519,2444.0
271,16692.373,16704.56,16707.9379,16678.723,1158.0
272,16705.889,16721.5459,16723.674,16702.953999999998,962.0
273,16721.5459,16712.868000000002,16730.308,16676.172,1770.0
274,16712.868000000002,16759.447,16767.271,16705.933,2946.0
275,16759.447,16736.602,16759.447,16727.646,1112.0
276,16741.318,16735.697,16743.521,16732.605,1204.0
277,16736.586,16713.531000000003,16737.672,16708.375,1634.0
278,16711.591,16713.679,16729.362,16709.726000000002,1240.0
279,16713.679,16710.463,16724.586,16710.463,1136.0
280,16706.659,16708.5989,16708.5989,16689.477,1512.0
281,16706.734,16705.245,16713.679,16701.953999999998,1366.0
282,16710.708,16692.622,16714.575,16690.821,1204.0
283,16692.622,16704.324,16704.392,16692.622,680.0
284,16706.125,16727.575,16731.238,16701.308,1908.0
285,16716.643,16798.485,16798.931,16715.179,4138.0
286,16799.918999999998,16821.593,16842.9029,16799.918999999998,5204.0
287,16821.593,16831.767,16835.413,16806.718,2250.0
288,16831.767,16801.04,16868.609,16756.97,6382.0
289,16797.578999999998,16825.6,16827.02,16794.1169,2392.0
290,16825.6,16813.913,16828.8139,16806.943,1662.0
291,16813.913,16858.398,16864.0629,16813.913,3304.0
292,16858.398,16864.879,16887.961,16821.792,2884.0
293,16864.879,16849.733,16874.061999999998,16843.478,1448.0
294,16851.315,16861.379,16864.27,16834.423,1748.0
295,16860.62,16856.865,16868.207,16848.547,1120.0
296,16856.865,16867.501,16867.668,16837.988999999998,2606.0
297,16867.501,16847.271,16868.577,16847.271,1840.0
298,16847.271,16817.828999999998,16867.946,16808.229,3310.0
299,16814.633,16811.971,16819.5809,16797.1529,2482.0
300,16804.5099,16800.787,16822.936,16778.34,912.0
301,16800.787,16775.729,16804.608,16775.729,1638.0
302,16775.729,16776.516,16776.516,16766.932,1782.0
303,16776.516,16673.787,16776.516,16636.66,3804.0
304,16671.623,16665.212,16703.797,16661.244,2976.0
305,16660.584,16627.473,16684.198,16608.2589,3112.0
306,16622.521,16624.328,16664.636000000002,16605.664,4016.0
307,16624.328,16707.621,16721.5989,16617.571,3862.0
308,16707.621,16685.567,16711.723,16678.538,828.0
309,16688.231,16705.554,16711.276,16688.231,834.0
310,16705.554,16681.328,16718.176,16674.56,1598.0
311,16681.916,16669.836,16702.151,16648.237,1864.0
312,16672.283,16645.962,16676.612,16645.962,2040.0
313,16640.832,16646.2239,16652.642,16621.549,1950.0
314,16643.7769,16672.332,16672.332,16643.7769,1810.0
315,16687.9739,16736.668999999998,16759.368000000002,16663.0,4898.0
316,16736.668999999998,16734.628,16748.298,16727.24,3600.0
317,16734.628,16730.537,16741.5279,16723.279,2188.0
318,16730.537,16724.086,16744.981,16695.9379,2400.0
319,16722.629,16709.346,16728.28,16702.416,1236.0
320,16709.346,16688.5449,16711.776,16679.185,1062.0
321,16688.5449,16673.503,16692.738999999998,16632.395,2328.0
322,16668.03,16603.889,16670.46,16593.54,2700.0
323,16608.014,16634.1889,16634.1889,16601.065,2130.0
324,16634.1889,16634.839,16641.788,16627.24,706.0
325,16634.839,16644.663,16659.471999999998,16634.839,1098.0
326,16647.487,16655.098,16667.735,16614.633,2102.0
327,16651.0,16650.889,16655.098,16613.58,1414.0
328,16650.889,16639.985,16650.889,16636.9379,558.0
329,16639.985,16617.834,16639.985,16617.834,922.0
330,16645.746,16642.957,16675.495,16638.276,798.0
331,16642.957,16636.73,16642.957,16634.168,378.0
332,16636.73,16666.213,16669.576,16636.73,1480.0
333,16666.213,16656.448,16740.375,16656.448,6932.0
334,16656.448,16696.288,16743.737,16656.448,6230.0
335,16703.692,16665.4199,16703.692,16659.18,4796.0
336,16666.273,16671.9199,16685.5639,16657.018,1608.0
337,16675.694,16689.596,16698.539,16648.061,2600.0
338,16689.596,16680.373,16689.596,16670.654,816.0
339,16680.373,16668.881999999998,16680.373,16668.881999999998,1072.0
340,16668.881999999998,16649.971,16668.881999999998,16645.57,1472.0
341,16649.971,16666.737,16683.538,16649.971,548.0
342,16666.737,16686.53,16710.764,16641.7949,4916.0
343,16682.686,16688.631,16689.478,16672.967,618.0
344,16688.631,16684.414,16697.255,16684.414,464.0
345,16678.4209,16692.515,16694.258,16674.665,506.0
346,16691.642,16692.994,16695.398999999998,16682.5629,640.0
347,16692.994,16702.7059,16725.398999999998,16692.994,2098.0
348,16702.7059,16671.337,16714.47,16667.148,1872.0
349,16675.988,16670.452,16681.175,16661.075,802.0
350,16670.452,16676.949,16680.713,16665.377,798.0
351,16672.162,16664.521,16672.162,16664.467,544.0
352,16664.521,16689.648999999998,16689.648999999998,16662.39,744.0
353,16689.648999999998,16689.731,16689.731,16678.197,420.0
354,16689.731,16694.0989,16698.311,16688.473,786.0
355,16694.0989,16695.2589,16699.2599,16690.4209,1284.0
356,16695.2589,16707.745,16717.361,16685.631,1322.0
357,16707.745,16714.947,16718.863,16707.745,898.0
358,16713.741,16716.708,16720.458,16709.9919,1648.0
359,16716.708,16732.745,16732.839,16712.792,2496.0
360,16742.515,16831.7239,16851.145,16742.515,6952.0
361,16831.7239,16854.552,16867.226000000002,16831.7239,4670.0
362,16850.323,16868.894,16877.558,16846.88,3368.0
363,16868.894,16922.802,16990.328,16841.019,5364.0
364,16919.625,16928.985,16937.393,16910.91,4196.0
365,16925.726000000002,16934.862,16934.862,16919.984,2596.0
366,16938.088,16976.463,17007.789,16938.088,6302.0
367,16980.922,16898.743000000002,17016.192,16842.353,7722.0
368,16911.136000000002,16912.521,16942.732,16897.543,2840.0
369,16912.521,16907.552,16920.828,16875.584,2542.0
370,16903.146,16910.945,16910.945,16895.374,1990.0
371,16910.945,16813.713,16910.945,16791.2769,4524.0
372,16813.713,16886.494,16886.494,16807.698,4554.0
373,16885.0099,16874.916,16889.697,16862.201,2352.0
374,16879.447,16840.786,16884.73,16834.771,2778.0
375,16820.735,16861.333,16861.333,16786.519,3826.0
376,16859.713,16839.655,16861.333,16829.203999999998,2226.0
377,16839.655,16828.988999999998,16839.655,16814.106,2668.0
378,16828.988999999998,16831.412,16840.061,16779.897,4652.0
379,16831.412,16797.785,16831.412,16793.243000000002,2742.0
380,16793.243000000002,16821.386000000002,16825.928,16792.372,5128.0
381,16821.386000000002,16813.8139,16821.386000000002,16801.647,1404.0
382,16813.8139,16797.44,16828.947,16797.44,1022.0
383,16797.44,16797.44,16797.44,16797.44,0.0
384,16797.44,16797.44,16797.44,16797.44,0.0
385,16797.44,16797.44,16797.44,16797.44,0.0
386,16797.44,16813.495,16849.682,16766.5629,14740.0
387,16808.519,16813.584,16818.613999999998,16799.841,4272.0
388,16813.543999999998,16823.576,16823.576,16811.2599,2606.0
389,16823.576,16832.968,16848.123,16820.996,2584.0
390,16816.761000000002,16912.665,16921.783,16816.761000000002,6028.0
391,16914.735,16888.5099,16933.445,16883.951,4680.0
392,16888.5099,16902.858,16908.363,16888.5099,1418.0
393,16902.858,16898.343,16924.625,16898.343,2040.0
394,16898.343,16893.147,16902.996,16874.271,2270.0
395,16893.147,16896.386000000002,16896.386000000002,16885.663,1768.0
396,16896.386000000002,16874.122,16898.473,16874.057,1584.0
397,16874.122,16860.221,16895.4209,16860.221,2498.0
398,16860.221,16867.858,16881.284,16820.154,2776.0
399,16867.858,16850.958,16869.906000000003,16841.4559,2518.0
400,16850.958,16857.99,16862.682,16845.843999999997,1482.0
401,16857.99,16932.202,17015.595,16857.99,8994.0
402,16932.202,16917.927,16932.202,16908.0,3404.0
403,16917.927,16920.08,16929.944,16906.205,4610.0
404,16920.08,16862.568,16920.08,16848.415,2270.0
405,16912.561,16851.793,16912.561,16851.793,2466.0
406,16851.793,16862.363999999998,16862.363999999998,16849.785,1834.0
407,16862.363999999998,16704.336,16862.363999999998,16676.017,3698.0
408,16704.336,16748.721999999998,16765.748,16702.6,6646.0
409,16748.721999999998,16781.752,16781.752,16746.205,2732.0
410,16781.752,16757.983,16781.752,16757.502,1476.0
411,16757.983,16753.892,16757.983,16735.66,1820.0
412,16753.892,16690.026,16755.029,16684.426,2876.0
413,16689.542,16680.533,16713.983,16680.533,1860.0
414,16680.533,16666.397,16681.986,16644.357,2992.0
415,16666.397,16670.123,16676.621,16651.911,2908.0
416,16665.491,16683.565,16722.031000000003,16656.525,2386.0
417,16683.565,16681.125,16693.068,16676.273999999998,3614.0
418,16681.125,16703.191000000003,16705.601000000002,16681.125,1926.0
419,16698.628,16701.506,16708.451,16696.567,2518.0
420,16696.613999999998,16680.235,16725.03,16680.235,3918.0
421,16680.235,16690.127,16690.127,16680.235,2748.0
422,16690.127,16676.284,16690.127,16673.896,390.0
423,16676.284,16640.678,16680.235,16604.872,5538.0
424,16631.917,16651.693,16665.4029,16623.962,6946.0
425,16651.693,16633.773,16658.488999999998,16617.353,4728.0
426,16633.773,16614.172,16633.773,16562.955,7498.0
427,16614.172,16565.744,16621.877,16562.243000000002,3764.0
428,16565.744,16541.45,16576.912,16539.368000000002,3826.0
429,16542.308999999997,16504.718,16549.183,16482.039,7464.0
430,16504.718,16512.2059,16514.837,16491.164,4334.0
431,16512.2059,16516.68,16558.703999999998,16489.268,5278.0
432,16512.889,16526.115,16526.115,16503.828,3926.0
433,16526.115,16531.264,16537.357,16519.305,2312.0
434,16535.237,16542.666,16548.339,16529.707,1916.0
435,16524.6529,16486.866,16524.6529,16468.878,1794.0
436,16490.561,16505.833,16506.216,16485.012,2470.0
437,16512.31,16522.249,16524.103,16510.036,3426.0
438,16522.249,16515.567,16553.756999999998,16483.315,3866.0
439,16514.307,16519.924,16524.107,16500.84,3256.0
440,16517.131999999998,16524.611,16525.871,16517.131999999998,2878.0
441,16524.611,16491.504,16524.611,16491.504,2046.0
442,16488.712,16471.451,16494.131,16470.715,3058.0
443,16470.141,16457.541,16470.355,16457.541,2156.0
444,16457.541,16415.619,16457.541,16405.284,3216.0
445,16412.606,16353.382,16412.803,16313.256000000001,4208.0
446,16353.382,16336.989,16417.588,16305.033000000001,5150.0
447,16336.989,16337.315,16353.948,16332.252,3218.0
448,16337.315,16324.546999999999,16342.823999999999,16316.285,2856.0
449,16321.22,16317.368999999999,16327.332,16293.963,3278.0
450,16344.133999999998,16391.1349,16392.5639,16313.331,4242.0
451,16384.487,16377.347,16389.971999999998,16364.237,2376.0
452,16377.347,16375.288999999999,16381.231000000002,16368.506000000001,1130.0
453,16375.288999999999,16373.165,16403.896,16350.241000000002,1866.0
454,16373.165,16354.298999999999,16376.628,16354.298999999999,1354.0
455,16357.761999999999,16357.428,16360.891000000001,16342.226999999999,910.0
456,16357.428,16367.826000000001,16373.681,16357.231000000002,1482.0
457,16371.288999999999,16459.71,16469.71,16359.018,3638.0
458,16459.71,16481.475,16510.086,16448.707,2492.0
459,16481.475,16500.793999999998,16500.793999999998,16481.475,2258.0
460,16500.793999999998,16486.681,16500.793999999998,16479.27,1486.0
461,16489.853,16553.288,16584.218,16482.442,4140.0
462,16553.602,16565.0279,16565.0279,16543.615,2488.0
463,16565.0279,16572.179,16578.113,16563.31,2886.0
464,16572.179,16578.3839,16590.179,16565.959,1678.0
465,16544.373,16526.493000000002,16544.373,16497.39,2356.0
466,16528.307,16523.662,16531.681,16509.1519,896.0
467,16523.662,16510.311,16525.221999999998,16510.311,1244.0
468,16510.311,16542.328,16544.128,16504.543,1342.0
469,16542.328,16471.9919,16542.328,16468.605,1864.0
470,16466.034,16442.31,16478.077,16428.548,2754.0
471,16439.488,16452.256,16452.256,16438.607,1478.0
472,16452.256,16521.366,16521.366,16452.256,3214.0
473,16524.368000000002,16541.202,16542.883,16518.993000000002,1550.0
474,16539.075,16592.072,16621.7589,16539.075,6122.0
475,16592.072,16658.576,16677.08,16592.072,7362.0
476,16658.576,16704.608,16745.363999999998,16623.014,10094.0
477,16704.608,16640.705,16704.608,16628.084,4326.0
478,16635.122,16635.407,16643.623,16621.0449,3644.0
479,16635.407,16597.815,16640.395,16588.106,2810.0
480,16576.711,16588.0629,16595.445,16563.012,2046.0
