,0
534,1629323038.999999
535,1629323038.999999
536,1629323038.999999
537,1629323038.999999
538,1629323038.999999
539,1629323038.999999
540,1629323038.999999
541,1629323038.999999
542,1629323038.999999
543,1629323038.999999
544,1629323038.999999
545,1629323038.999999
546,1629323038.999999
547,1629323038.999999
548,1629323038.999999
549,1629323038.999999
550,1629323038.999999
551,1629323038.999999
552,1629323038.999999
553,1629323038.999999
554,1629323038.999999
555,1629323038.999999
556,1629323038.999999
557,1629323038.999999
558,1629323038.999999
559,1629323038.999999
560,1629323038.999999
561,1629323038.999999
562,1629323038.999999
563,1629323038.999999
564,1629323038.999999
565,1629323038.999999
566,1629323038.999999
567,1629323038.999999
568,1625017638.999999
569,1625017638.999999
570,1625017638.999999
571,1625017638.999999
572,1625017638.999999
573,1625017638.999999
574,1625017638.999999
575,1625017638.999999
576,1625017638.999999
577,1625017638.999999
578,1624981738.9999995
579,1624981738.9999995
580,1624981738.9999995
581,1624981738.9999995
582,1624697338.9999995
583,1624697338.9999995
584,1624697338.9999995
585,1624697338.9999995
586,1624697338.9999995
587,1624697338.9999995
588,1624697338.9999995
589,1624697338.9999995
590,1624697338.9999995
591,1624697338.9999995
592,1624697338.9999995
593,1624697338.9999995
594,1624697338.9999995
595,1624697338.9999995
596,1624697338.9999995
597,1624697338.9999995
598,1624697338.9999995
599,1624697338.9999995
600,1624697338.9999995
601,1624697338.9999995
602,1624697338.9999995
603,1624697338.9999995
604,1624697338.9999995
605,1624697338.9999995
606,1624697338.9999995
607,1624697338.9999995
608,1624697338.9999995
609,1624697338.9999995
610,1624697338.9999995
611,1624697338.9999995
612,1624697338.9999995
613,1624697338.9999995
614,1624697338.9999995
615,1624697338.9999995
616,1624697338.9999995
617,1624697338.9999995
618,1624697338.9999995
619,1624697338.9999995
620,1624697338.9999995
621,1624697338.9999995
622,1624697338.9999995
623,1624697338.9999995
624,1624697338.9999995
625,1624697338.9999995
626,1624697338.9999995
627,1624697338.9999995
628,1624697338.9999995
629,1624697338.9999995
630,1624697338.9999995
631,1624697338.9999995
632,1624697338.9999995
633,1624697338.9999995
634,1624697338.9999995
635,1624697338.9999995
636,1624697338.9999995
637,1624697338.9999995
638,1624697338.9999995
639,1624697338.9999995
640,1624697338.9999995
641,1624697338.9999995
642,1624697338.9999995
643,1624697338.9999995
644,1624697338.9999995
645,1624697338.9999995
646,1624697338.9999995
647,1624697338.9999995
648,1624697338.9999995
649,1624697338.9999995
650,1624697338.9999995
651,1624697338.9999995
652,1624697338.9999995
653,1624697338.9999995
654,1624697338.9999995
655,1624697338.9999995
656,1624697338.9999995
657,1624697338.9999995
658,1624697338.9999995
659,1624697338.9999995
660,1624697338.9999995
661,1624697338.9999995
662,1624697338.9999995
663,1624697338.9999995
664,1624697338.9999995
665,1624697338.9999995
666,1624697338.9999995
667,1624697338.9999995
668,1624697338.9999995
669,1624697338.9999995
670,1624697338.9999995
671,1624697338.9999995
672,1624697338.9999995
673,1624697338.9999995
674,1624697338.9999995
675,3264809053.9999995
676,3264809053.9999995
677,3264809053.9999995
678,3264809053.9999995
679,3264809053.9999995
680,3264809053.9999995
681,3264809053.9999995
682,3280428253.9999995
683,3280428253.9999995
684,3280428253.9999995
685,3280428253.9999995
686,3280428253.9999995
687,3280428253.9999995
688,3280428253.9999995
689,3280428253.9999995
690,3280428253.9999995
691,3280428253.9999995
692,3280428253.9999995
693,3280428253.9999995
694,3280428253.9999995
695,3335140903.9999995
696,3335140903.9999995
697,3335140903.9999995
698,3335140903.9999995
699,3335140903.9999995
700,3343555303.9999995
701,3343555303.9999995
702,3343555303.9999995
703,3343555303.9999995
704,3343555303.9999995
705,3424078053.9999995
706,3424078053.9999995
707,3424078053.9999995
708,3424078053.9999995
709,3424078053.9999995
710,3360265353.9999995
711,3360265353.9999995
712,3360265353.9999995
713,3360265353.9999995
714,3360265353.9999995
715,3360265353.9999995
716,3360265353.9999995
717,3360265353.9999995
718,3360265353.9999995
719,3327024103.9999995
720,3327024103.9999995
721,3327024103.9999995
722,3327024103.9999995
723,3327024103.9999995
724,3327024103.9999995
725,3327024103.9999995
726,3327024103.9999995
727,3327024103.9999995
728,3327024103.9999995
729,3338331704.0000005
730,3338331704.0000005
731,3338331704.0000005
732,3338331704.0000005
733,3307891853.9999995
734,3307891853.9999995
735,3307891853.9999995
736,3307891853.9999995
737,3307891853.9999995
738,3307891853.9999995
739,3304856753.9999995
740,3304856753.9999995
741,3304856753.9999995
742,3304856753.9999995
743,3304856753.9999995
744,3304856753.9999995
745,3310186229.0
746,3310186229.0
747,3310186229.0
748,3310186229.0
749,3310186229.0
750,3310186229.0
751,3310186229.0
752,3310186229.0
753,3310186229.0
754,3310186229.0
755,3310186229.0
756,3310186229.0
757,3310186229.0
758,3310186229.0
759,3310186229.0
760,3310186229.0
761,3310186229.0
762,3310186229.0
763,3310186229.0
764,3329148048.9999995
765,3329148048.9999995
766,3329148048.9999995
767,3329148048.9999995
768,3329148048.9999995
769,3329148048.9999995
770,3329148048.9999995
771,3335156798.9999995
772,3335156798.9999995
773,3335156798.9999995
774,3335156798.9999995
775,3335156798.9999995
776,3335156798.9999995
777,3335156798.9999995
778,3335156798.9999995
779,3335156798.9999995
780,3335156798.9999995
781,3335156798.9999995
782,3335156798.9999995
783,3335156798.9999995
784,3335156798.9999995
785,3335156798.9999995
786,3335156798.9999995
787,3335156798.9999995
788,3335156798.9999995
789,3335156798.9999995
790,3335156798.9999995
791,3335156798.9999995
792,3335156798.9999995
793,3335156798.9999995
794,3335156798.9999995
795,3335156798.9999995
796,3335156798.9999995
797,3335156798.9999995
798,3335156798.9999995
799,3335156798.9999995
800,3335156798.9999995
801,3335156798.9999995
802,3335156798.9999995
803,3335156798.9999995
804,3335156798.9999995
805,3335156798.9999995
806,3335156798.9999995
807,3335156798.9999995
808,3335156798.9999995
809,3382577498.9999986
810,3382577498.9999986
811,3382577498.9999986
812,3382577498.9999986
813,3382577498.9999986
814,3382577498.9999986
815,3382577498.9999986
816,3382577498.9999986
817,3382577498.9999986
818,3382577498.9999986
819,3382577498.9999986
820,3444829898.9999995
821,3444829898.9999995
822,3444829898.9999995
823,3444829898.9999995
824,3444829898.9999995
825,3444829898.9999995
826,3456753898.999999
827,3456753898.999999
828,3456753898.999999
829,3456753898.999999
830,3456753898.999999
831,3456753898.999999
832,3456753898.999999
833,3456753898.999999
834,3456753898.999999
835,3456753898.999999
836,3456753898.999999
837,3456753898.999999
838,3456753898.999999
839,3889213798.999999
840,3889213798.999999
841,3889213798.999999
842,3889213798.999999
843,3889213798.999999
844,3889213798.999999
845,3943342798.999999
846,3943342798.999999
847,3943342798.999999
848,3943342798.999999
849,3943342798.999999
850,4192417999.000001
851,4192417999.000001
852,4192417999.000001
853,4192417999.000001
854,4192417999.000001
855,4192417999.000001
856,4473652998.999999
857,4473652998.999999
858,4473652998.999999
859,4473652998.999999
860,4473652998.999999
861,4473652998.999999
862,4357388148.999998
863,4357388148.999998
864,4357388148.999998
865,4357388148.999998
866,4118385748.999998
867,4118385748.999998
868,4118385748.999998
869,4118385748.999998
870,4118385748.999998
871,4118385748.999998
872,4118385748.999998
873,4118385748.999998
874,4118385748.999998
875,4118385748.999998
876,4118385748.999998
877,4118385748.999998
878,4118385748.999998
879,4118385748.999998
880,4118385748.999998
881,4264805248.999998
882,4264805248.999998
883,4264805248.999998
884,4264805248.999998
885,4264805248.999998
886,4264805248.999998
887,4264805248.999998
888,4264805248.999998
889,4264805248.999998
890,4264805248.999998
891,4264805248.999998
892,4264805248.999998
893,4264805248.999998
894,4264805248.999998
895,4264805248.999998
896,4264805248.999998
897,4264805248.999998
898,4264805248.999998
899,4425098248.999998
900,4425098248.999998
901,4425098248.999998
902,4425098248.999998
903,4425098248.999998
904,4425098248.999998
905,4425098248.999998
906,4425098248.999998
907,4425098248.999998
908,4425098248.999998
909,4425098248.999998
910,4425098248.999998
911,4425098248.999998
912,4425098248.999998
913,4425098248.999998
914,4425098248.999998
915,4425098248.999998
916,4425098248.999998
917,4425098248.999998
918,4425098248.999998
919,4425098248.999998
920,4425098248.999998
921,4425098248.999998
922,4425098248.999998
923,4425098248.999998
924,4425098248.999998
925,4425098248.999998
926,4425098248.999998
927,4425098248.999998
928,4425098248.999998
929,4425098248.999998
930,4425098248.999998
931,4425098248.999998
932,4425098248.999998
933,4425098248.999998
934,4425098248.999998
935,4425098248.999998
936,4631619674.0
937,4631619674.0
938,4631619674.0
939,4631619674.0
940,4631619674.0
941,4631619674.0
942,4631619674.0
943,4631619674.0
944,4631619674.0
945,5220097353.999998
946,5220097353.999998
947,5220097353.999998
948,5220097353.999998
949,5220097353.999998
950,5220097353.999998
951,5141562453.999998
952,5141562453.999998
953,5141562453.999998
954,5141562453.999998
955,5141562453.999998
956,4948435053.999998
957,4948435053.999998
958,4948435053.999998
959,4948435053.999998
960,4948435053.999998
961,4948435053.999998
962,4948435053.999998
963,4948435053.999998
964,4948435053.999998
965,4948435053.999998
966,4948435053.999998
967,4948435053.999998
968,4948435053.999998
969,4948435053.999998
970,4948435053.999998
971,4948435053.999998
972,4948435053.999998
973,4948435053.999998
974,4948435053.999998
975,4948435053.999998
976,4948435053.999998
977,4948435053.999998
978,4948435053.999998
979,4948435053.999998
980,4948435053.999998
981,4948435053.999998
982,4948435053.999998
983,6785566903.999998
984,6785566903.999998
985,6785566903.999998
986,6785566903.999998
987,6785566903.999998
988,6785566903.999998
989,6966483803.999998
990,6966483803.999998
991,6966483803.999998
992,6966483803.999998
993,6966483803.999998
994,6331213854.0
995,6331213854.0
996,6331213854.0
997,6331213854.0
998,6331213854.0
999,6331213854.0
1000,6331213854.0
1001,6331213854.0
1002,6331213854.0
1003,6331213854.0
1004,6331213854.0
1005,6331213854.0
1006,6331213854.0
1007,6331213854.0
1008,6331213854.0
1009,6331213854.0
1010,6331213854.0
1011,6331213854.0
1012,4389399364.000004
1013,4389399364.000004
1014,4389399364.000004
1015,4389399364.000004
1016,4389399364.000004
1017,4389399364.000004
1018,4389399364.000004
1019,4721710714.0
1020,4721710714.0
1021,4721710714.0
1022,4721710714.0
1023,4721710714.0
1024,4721710714.0
1025,4492358714.0
1026,4492358714.0
1027,4492358714.0
1028,4492358714.0
1029,4492358714.0
1030,4492358714.0
1031,4492358714.0
1032,4492358714.0
1033,4492358714.0
1034,4492358714.0
1035,4492358714.0
1036,4492358714.0
1037,4492358714.0
1038,4492358714.0
1039,4492358714.0
1040,4492358714.0
1041,3604603664.0
1042,3604603664.0
1043,3604603664.0
1044,3604603664.0
1045,3848760164.0
1046,3848760164.0
1047,3848760164.0
1048,3848760164.0
1049,3848760164.0
1050,3848760164.0
1051,3848760164.0
1052,3848760164.0
1053,3848760164.0
1054,3848760164.0
1055,3848760164.0
1056,3848760164.0
1057,3848760164.0
1058,3848760164.0
1059,3848760164.0
1060,3848760164.0
1061,3848760164.0
1062,3848760164.0
1063,3848760164.0
1064,3848760164.0
1065,3848760164.0
1066,3848760164.0
1067,3848760164.0
1068,3848760164.0
1069,3848760164.0
1070,3848760164.0
1071,3848760164.0
1072,3848760164.0
1073,3959229564.0
1074,3959229564.0
1075,3959229564.0
1076,3959229564.0
1077,3959229564.0
1078,3959229564.0
1079,3959229564.0
1080,3959229564.0
1081,3959229564.0
1082,3959229564.0
1083,3959229564.0
1084,3959229564.0
1085,3959229564.0
1086,3959229564.0
1087,3959229564.0
1088,3959229564.0
1089,3959229564.0
1090,3959229564.0
1091,3959229564.0
1092,3959229564.0
1093,3959229564.0
1094,3959229564.0
1095,3959229564.0
1096,3959229564.0
1097,4392197564.0
1098,4392197564.0
1099,4392197564.0
1100,4392197564.0
1101,4392197564.0
1102,4392197564.0
1103,4392197564.0
1104,4844863364.0
1105,4844863364.0
1106,4844863364.0
1107,4844863364.0
1108,4765971164.0
1109,4765971164.0
1110,4765971164.0
1111,4765971164.0
1112,4765971164.0
1113,4765971164.0
1114,4765971164.0
1115,4765971164.0
1116,4428173014.000004
1117,4428173014.000004
1118,4428173014.000004
1119,4428173014.000004
1120,4428173014.000004
1121,4428173014.000004
1122,4428173014.000004
1123,4428173014.000004
1124,4428173014.000004
1125,4428173014.000004
1126,4428173014.000004
1127,4428173014.000004
1128,4428173014.000004
1129,4428173014.000004
1130,4428173014.000004
1131,4428173014.000004
1132,4428173014.000004
1133,4428173014.000004
1134,4428173014.000004
1135,4428173014.000004
1136,4428173014.000004
1137,4428173014.000004
1138,4428173014.000004
1139,4428173014.000004
1140,4428173014.000004
1141,4755840014.0
1142,4755840014.0
1143,4755840014.0
1144,4755840014.0
1145,4755840014.0
1146,4755840014.0
1147,4755840014.0
1148,4755840014.0
1149,4755840014.0
1150,4755840014.0
1151,4755840014.0
1152,4755840014.0
1153,4737282714.0
1154,4737282714.0
1155,4737282714.0
1156,4737282714.0
1157,4737282714.0
1158,4806899714.000004
1159,4806899714.000004
1160,4806899714.000004
1161,4806899714.000004
1162,4806899714.000004
1163,4806899714.000004
1164,4806899714.000004
1165,4806899714.000004
1166,4806899714.000004
1167,4806899714.000004
1168,4806899714.000004
1169,4806899714.000004
1170,4806899714.000004
1171,4806899714.000004
1172,4806899714.000004
1173,4806899714.000004
1174,4806899714.000004
1175,4806899714.000004
1176,4806899714.000004
1177,5369720609.0
1178,5369720609.0
1179,5369720609.0
1180,5369720609.0
1181,6186335419.000008
1182,6186335419.000008
1183,6186335419.000008
1184,6186335419.000008
1185,6186335419.000008
1186,6186335419.000008
1187,6186335419.000008
1188,6186335419.000008
1189,6310523919.0
1190,6310523919.0
1191,6310523919.0
1192,6310523919.0
1193,6310523919.0
1194,6310523919.0
1195,6310523919.0
1196,6310523919.0
1197,6310523919.0
1198,6310523919.0
1199,5871379119.000008
1200,5871379119.000008
1201,5871379119.000008
1202,5871379119.000008
1203,5871379119.000008
1204,5871379119.000008
1205,5871379119.000008
1206,5871379119.000008
1207,5871379119.000008
1208,5871379119.000008
1209,5871379119.000008
1210,5871379119.000008
1211,5871379119.000008
1212,5871379119.000008
1213,5871379119.000008
1214,5871379119.000008
1215,5871379119.000008
1216,5871379119.000008
1217,5871379119.000008
1218,5871379119.000008
1219,5871379119.000008
1220,9148555369.0
1221,9148555369.0
1222,9148555369.0
1223,9148555369.0
1224,9148555369.0
1225,9148555369.0
1226,8073551569.0
1227,8073551569.0
1228,8073551569.0
1229,8073551569.0
1230,8073551569.0
1231,8073551569.0
1232,8073551569.0
1233,8073551569.0
1234,8073551569.0
1235,8073551569.0
1236,8073551569.0
1237,8073551569.0
1238,8073551569.0
1239,8073551569.0
1240,8073551569.0
1241,8073551569.0
1242,5353867219.0
1243,5353867219.0
1244,5353867219.0
1245,5353867219.0
1246,5353867219.0
1247,6360697719.0
1248,6360697719.0
1249,6360697719.0
1250,6360697719.0
1251,6360697719.0
1252,6360697719.0
1253,6360697719.0
1254,6360697719.0
1255,6360697719.0
1256,6360697719.0
1257,6360697719.0
1258,6360697719.0
1259,6360697719.0
1260,6360697719.0
1261,6360697719.0
1262,6360697719.0
1263,6360697719.0
1264,6360697719.0
1265,6360697719.0
1266,6360697719.0
1267,6360697719.0
1268,6360697719.0
1269,6360697719.0
1270,6360697719.0
1271,6360697719.0
1272,6360697719.0
1273,6360697719.0
1274,6360697719.0
1275,6360697719.0
1276,6360697719.0
1277,6360697719.0
1278,6360697719.0
1279,6360697719.0
1280,6360697719.0
1281,6360697719.0
1282,6360697719.0
1283,5798597719.0
1284,5798597719.0
1285,5798597719.0
1286,5798597719.0
1287,5798597719.0
1288,5798597719.0
1289,5798597719.0
1290,5798597719.0
1291,5798597719.0
1292,5798597719.0
1293,5798597719.0
1294,5798597719.0
1295,5798597719.0
1296,5798597719.0
1297,5798597719.0
1298,5798597719.0
1299,5798597719.0
1300,5798597719.0
1301,5798597719.0
1302,5798597719.0
1303,3438911719.0
1304,3438911719.0
1305,3438911719.0
1306,3438911719.0
1307,3438911719.0
1308,3438911719.0
1309,4325700869.0
1310,4325700869.0
1311,4325700869.0
1312,4325700869.0
1313,4325700869.0
1314,4325700869.0
1315,4325700869.0
1316,4325700869.0
1317,4325700869.0
1318,4325700869.0
1319,4325700869.0
1320,4325700869.0
1321,4325700869.0
1322,4325700869.0
1323,4325700869.0
1324,4325700869.0
1325,4325700869.0
1326,3776196969.0
1327,3776196969.0
1328,3776196969.0
1329,3776196969.0
1330,3776196969.0
1331,3776196969.0
1332,3618134169.0
1333,3618134169.0
1334,3618134169.0
1335,3618134169.0
1336,3618134169.0
1337,3634900169.0
1338,3634900169.0
1339,3634900169.0
1340,3634900169.0
1341,3634900169.0
1342,3634900169.0
1343,3634900169.0
1344,3634900169.0
1345,3634900169.0
1346,3634900169.0
1347,3658354719.0
1348,3658354719.0
1349,3658354719.0
1350,3658354719.0
1351,3658354719.0
1352,3658354719.0
1353,3658354719.0
1354,3658354719.0
1355,3658354719.0
1356,3658354719.0
1357,3658354719.0
1358,3658354719.0
1359,3658354719.0
1360,3658354719.0
1361,3658354719.0
1362,3658354719.0
1363,3658354719.0
1364,3658354719.0
1365,3658354719.0
1366,3658354719.0
1367,3658354719.0
1368,3658354719.0
1369,3658354719.0
1370,3658354719.0
1371,3658354719.0
1372,3658354719.0
1373,3658354719.0
1374,3658354719.0
1375,3658354719.0
1376,3658354719.0
1377,3406418619.0
1378,3406418619.0
1379,3406418619.0
1380,3406418619.0
1381,3406418619.0
1382,3406418619.0
1383,3406418619.0
1384,3406418619.0
1385,3406418619.0
1386,3406418619.0
1387,3406418619.0
1388,3406418619.0
1389,3406418619.0
1390,3406418619.0
1391,3406418619.0
1392,3406418619.0
1393,3406418619.0
