,open,close,high,low,volume,money
2009-03-27 10:00:00,3398.423,3410.789,3496.143,3381.145,52634.0,1799827120.0
2009-03-27 11:15:00,3410.789,3417.527,3425.449,3408.888,13638.0,466139940.0
2009-03-27 14:15:00,3416.577,3406.833,3416.857,3365.057,24422.0,827760980.0
2009-03-30 09:15:00,3406.833,3432.264,3435.138,3382.462,23726.0,808057080.0
2009-03-30 10:15:00,3434.18,3421.297,3437.054,3402.247,19006.0,649336240.0
2009-03-30 11:30:00,3421.297,3413.747,3428.117,3413.474,10516.0,359619380.0
2009-03-30 14:30:00,3413.474,3407.155,3419.769,3406.768,5578.0,190363880.0
2009-03-31 09:30:00,3407.155,3408.759,3418.853,3401.574,7162.0,244249340.0
2009-03-31 10:45:00,3406.839,3415.312,3424.845,3406.839,5522.0,188633360.0
2009-03-31 13:45:00,3415.312,3416.068,3419.248,3411.472,2900.0,99022900.0
2009-03-31 14:45:00,3416.068,3416.41,3419.228,3411.193,2492.0,85114740.0
2009-04-01 09:45:00,3417.374,3416.896,3424.651,3410.235,3846.0,131352720.0
2009-04-01 11:00:00,3416.896,3413.991,3417.851,3413.069,844.0,28811880.0
2009-04-01 14:00:00,3413.991,3414.988,3415.985,3412.061,1154.0,39402320.0
2009-04-01 15:00:00,3414.988,3411.408,3417.023,3409.119,2030.0,69253620.0
2009-04-02 10:00:00,3402.34,3381.517,3414.851,3375.167,8630.0,292244200.0
2009-04-02 11:15:00,3380.395,3367.495,3384.307,3360.759,5030.0,169676340.0
2009-04-02 14:15:00,3364.574,3345.751,3371.104,3344.006,8806.0,295427880.0
2009-04-03 09:15:00,3345.751,3347.362,3366.144,3339.671,10440.0,349457480.0
2009-04-03 10:15:00,3348.322,3347.62,3354.1819,3341.477,4418.0,147966460.0
2009-04-03 11:30:00,3347.613,3337.254,3351.45,3336.295,4176.0,139513260.0
2009-04-03 14:30:00,3337.254,3325.886,3339.1729,3316.9609,9510.0,316137560.0
2009-04-07 09:30:00,3326.846,3324.347,3330.489,3307.091,6396.0,212302440.0
2009-04-07 10:45:00,3324.347,3351.803,3352.767,3323.3829,7368.0,246044180.0
2009-04-07 13:45:00,3352.279,3344.292,3356.307,3340.607,6082.0,203461240.0
2009-04-07 14:45:00,3345.256,3363.168,3372.571,3344.292,10638.0,357257780.0
