,open,close,high,low,volume,money
2015-03-26 22:00:00,120190.0,120190.0,120190.0,120190.0,0.0,0.0
2015-03-26 23:00:00,120190.0,120190.0,120190.0,120190.0,0.0,0.0
2015-03-27 00:00:00,120190.0,120190.0,120190.0,120190.0,0.0,0.0
2015-03-27 01:00:00,120190.0,120190.0,120190.0,120190.0,0.0,0.0
2015-03-27 10:00:00,120013.581,119136.968,120017.452,115216.677,1188.0,141659880.0
2015-03-27 11:15:00,119087.935,119117.355,119421.355,119087.935,192.0,22890480.0
2015-03-27 14:15:00,119117.355,119503.097,119660.0,119009.484,282.0,33602840.0
2015-03-27 21:15:00,119208.903,118735.469,119454.065,118540.634,290.0,34482160.0
2015-03-27 22:15:00,118608.826,119027.723,119271.268,118599.085,228.0,27082540.0
2015-03-27 23:15:00,118852.371,118988.756,119203.075,118579.601,128.0,15201260.0
2015-03-28 00:15:00,118998.498,118949.789,119095.915,118949.789,34.0,4046220.0
2015-03-30 09:15:00,118949.789,119027.723,119534.296,118949.789,246.0,29319760.0
2015-03-30 10:15:00,119027.723,117560.141,119027.723,117457.207,344.0,40617680.0
2015-03-30 11:30:00,117560.141,115924.249,117729.014,115666.291,628.0,72993680.0
2015-03-30 14:30:00,115924.249,118502.019,119181.784,115895.023,592.0,69483620.0
2015-03-30 21:30:00,118492.277,119174.725,119763.706,117024.942,890.0,105486840.0
2015-03-30 22:30:00,119145.275,118742.805,119469.215,118075.292,436.0,51977980.0
2015-03-30 23:30:00,118674.09,117308.616,118713.356,117309.616,722.0,85243360.0
2015-03-31 00:30:00,117221.269,117211.452,118075.292,116534.124,540.0,63251140.0
2015-03-31 09:30:00,117152.554,117977.129,118330.518,115994.224,982.0,114934260.0
2015-03-31 10:45:00,117869.149,117417.596,117888.781,117123.105,310.0,36391020.0
2015-03-31 13:45:00,117417.596,117123.105,117574.658,116701.002,240.0,28152740.0
2015-03-31 14:45:00,117250.718,118094.925,118094.925,117093.656,392.0,46084220.0
2015-03-31 21:45:00,118085.109,118185.954,118263.462,117079.523,914.0,107777300.0
2015-03-31 22:45:00,118234.877,118538.2,118851.308,118225.092,1164.0,137993680.0
2015-03-31 23:45:00,118538.2,118091.338,118577.338,118091.338,352.0,41675380.0
2015-04-01 00:45:00,118130.477,117964.138,118287.031,117504.262,486.0,57328080.0
2015-04-01 09:45:00,117964.138,118208.754,118776.262,117484.692,580.0,68636080.0
2015-04-01 11:00:00,118189.185,118389.938,118507.354,117915.215,270.0,31939980.0
2015-04-01 14:00:00,118421.769,118108.662,118578.323,118108.662,210.0,24869300.0
2015-04-01 15:00:00,118206.508,117912.969,118666.385,117912.969,576.0,68148260.0
2015-04-01 22:00:00,117975.666,118405.61,118715.704,117975.666,384.0,45503980.0
2015-04-01 23:00:00,118308.236,118445.084,118493.246,118308.236,96.0,11369040.0
2015-04-02 00:00:00,118445.084,118649.568,119058.537,118445.084,276.0,32770420.0
2015-04-02 01:00:00,118649.568,118659.306,118805.366,118639.831,62.0,7361140.0
2015-04-02 10:00:00,118639.831,118182.176,118659.306,118114.015,340.0,40200960.0
2015-04-02 11:15:00,118182.176,118755.028,118842.664,117987.43,536.0,63453960.0
2015-04-02 14:15:00,118706.341,118589.493,118774.503,118102.627,422.0,50015840.0
2015-04-02 21:15:00,118638.18,118951.806,119437.243,118570.019,838.0,99601620.0
2015-04-02 22:15:00,118971.223,118980.932,119175.107,118747.922,362.0,43099680.0
2015-04-02 23:15:00,118942.097,119058.602,119087.728,118883.845,136.0,16189720.0
2015-04-03 00:15:00,118990.641,118971.223,119068.311,118942.097,36.0,4285320.0
