,open,close,high,low,volume,money
2009-03-27 10:00:00,3550.426,3586.653,3661.598,3550.426,157358.0,5661048100.0
2009-03-27 11:15:00,3585.667,3593.002,3602.686,3583.727,57190.0,2054767200.0
2009-03-27 14:15:00,3593.002,3542.234,3593.002,3514.625,88124.0,3125073780.0
2009-03-30 09:15:00,3542.234,3579.983,3580.956,3529.472,80096.0,2849366980.0
2009-03-30 10:15:00,3579.983,3552.361,3580.956,3532.966,50570.0,1795039680.0
2009-03-30 11:30:00,3549.443,3550.458,3563.177,3539.702,30854.0,1094848680.0
2009-03-30 14:30:00,3546.454,3533.052,3553.322,3533.052,20844.0,738778840.0
2009-03-31 09:30:00,3533.919,3540.338,3548.599,3530.028,32298.0,1142897040.0
2009-03-31 10:45:00,3540.338,3550.512,3567.473,3538.39,36046.0,1280766500.0
2009-03-31 13:45:00,3551.486,3554.51,3559.41,3550.512,11198.0,397984020.0
2009-03-31 14:45:00,3554.51,3548.64,3554.51,3544.846,8930.0,316847560.0
2009-04-01 09:45:00,3548.64,3552.805,3562.427,3545.238,12888.0,457683500.0
2009-04-01 11:00:00,3551.832,3552.613,3552.868,3546.966,4858.0,172431260.0
2009-04-01 14:00:00,3551.64,3552.007,3556.873,3549.693,5712.0,202858560.0
2009-04-01 15:00:00,3552.905,3549.043,3554.852,3546.795,8482.0,301003400.0
2009-04-02 10:00:00,3546.69,3495.807,3549.732,3487.978,63372.0,2222401900.0
2009-04-02 11:15:00,3495.754,3477.085,3499.667,3473.13,53648.0,1869249040.0
2009-04-02 14:15:00,3477.828,3462.03,3477.828,3458.045,60422.0,2092444080.0
2009-04-03 09:15:00,3462.03,3458.336,3485.504,3447.715,87654.0,3039582860.0
2009-04-03 10:15:00,3458.336,3471.018,3478.006,3456.348,39018.0,1352648400.0
2009-04-03 11:30:00,3471.018,3460.297,3471.991,3458.35,26796.0,927988720.0
2009-04-03 14:30:00,3460.297,3447.978,3462.244,3439.596,41442.0,1428606940.0
2009-04-07 09:30:00,3448.031,3447.962,3454.214,3412.18,44198.0,1522001640.0
2009-04-07 10:45:00,3447.97,3494.559,3498.471,3446.982,65974.0,2289601700.0
2009-04-07 13:45:00,3493.58,3486.731,3497.493,3475.058,49724.0,1733278980.0
2009-04-07 14:45:00,3486.902,3501.706,3519.407,3480.897,82272.0,2881265280.0
2009-04-08 09:45:00,3502.684,3482.981,3502.684,3462.601,67760.0,2358413420.0
2009-04-08 11:00:00,3483.957,3465.171,3486.936,3459.52,42658.0,1479806000.0
2009-04-08 14:00:00,3465.171,3466.049,3470.003,3458.192,25996.0,900085640.0
2009-04-08 15:00:00,3466.049,3465.203,3478.936,3462.198,30596.0,1061184140.0
2009-04-09 10:00:00,3477.985,3475.056,3487.744,3470.919,38530.0,1340105500.0
2009-04-09 11:15:00,3476.032,3466.105,3483.828,3462.202,23886.0,829130360.0
2009-04-09 14:15:00,3466.105,3467.138,3472.844,3463.093,13906.0,481951920.0
2009-04-10 09:15:00,3467.138,3478.878,3484.678,3465.174,24258.0,842104420.0
2009-04-10 10:15:00,3478.878,3484.006,3501.667,3477.902,46756.0,1630093320.0
2009-04-10 11:30:00,3484.006,3483.139,3492.906,3482.055,19716.0,687136320.0
2009-04-10 14:30:00,3487.041,3490.115,3495.857,3484.115,24274.0,846933840.0
2009-04-13 09:30:00,3490.115,3492.102,3493.419,3477.876,34450.0,1201052400.0
2009-04-13 10:45:00,3492.114,3490.001,3492.114,3481.229,20884.0,727980080.0
2009-04-13 13:45:00,3490.001,3489.307,3495.045,3482.274,27454.0,957397440.0
2009-04-13 14:45:00,3489.295,3468.62,3490.27,3468.62,36918.0,1283977260.0
2009-04-14 09:45:00,3468.62,3551.322,3558.19,3466.671,130268.0,4571369280.0
2009-04-14 11:00:00,3550.34,3579.387,3601.476,3547.397,215878.0,7714428820.0
2009-04-14 14:00:00,3578.405,3572.308,3588.955,3557.547,107484.0,3841236840.0
2009-04-14 15:00:00,3572.308,3561.633,3586.033,3542.89,97958.0,3492385920.0
2009-04-15 10:00:00,3571.376,3573.973,3585.64,3552.367,86242.0,3076495640.0
2009-04-15 11:15:00,3574.951,3566.973,3591.719,3555.3,85196.0,3042267300.0
2009-04-15 14:15:00,3566.973,3568.207,3573.858,3554.259,56056.0,1996789880.0
2009-04-16 09:15:00,3568.207,3615.816,3629.468,3556.427,84872.0,3046389560.0
2009-04-16 10:15:00,3615.816,3602.363,3616.785,3587.408,87496.0,3150483620.0
2009-04-16 11:30:00,3602.363,3590.228,3602.363,3577.426,46392.0,1663854940.0
2009-04-16 14:30:00,3593.09,3593.254,3599.942,3590.317,29824.0,1071659280.0
2009-04-17 09:30:00,3594.233,3599.953,3611.762,3591.297,59404.0,2138564220.0
2009-04-17 10:45:00,3598.971,3586.352,3600.082,3583.38,25076.0,901024040.0
2009-04-17 13:45:00,3586.361,3630.995,3632.958,3586.361,61512.0,2221242080.0
2009-04-17 14:45:00,3628.932,3622.379,3650.281,3617.452,192004.0,6978652600.0
2009-04-20 09:45:00,3622.379,3643.904,3649.764,3614.527,142108.0,5160343940.0
2009-04-20 11:00:00,3643.904,3634.041,3646.844,3625.21,54778.0,1989998280.0
2009-04-20 14:00:00,3634.041,3637.012,3643.883,3633.061,41356.0,1503847400.0
2009-04-20 15:00:00,3637.012,3625.145,3637.992,3617.266,57338.0,2079084320.0
2009-04-21 10:00:00,3583.108,3545.841,3592.913,3491.598,148686.0,5258953800.0
2009-04-21 11:15:00,3544.86,3543.109,3564.746,3530.44,111176.0,3942439360.0
2009-04-21 14:15:00,3542.128,3542.115,3546.135,3535.147,32738.0,1158987980.0
2009-04-22 09:15:00,3542.115,3552.834,3568.16,3524.251,68276.0,2417433980.0
2009-04-22 10:15:00,3552.67,3548.365,3557.754,3544.448,39558.0,1403789420.0
2009-04-22 11:30:00,3548.365,3545.324,3554.306,3542.561,20122.0,713594760.0
2009-04-22 14:30:00,3545.361,3521.581,3546.34,3517.664,42470.0,1498494420.0
2009-04-23 09:30:00,3521.581,3496.847,3533.541,3493.911,77634.0,2729067180.0
2009-04-23 10:45:00,3495.868,3510.335,3515.211,3490.84,46764.0,1638359100.0
2009-04-23 13:45:00,3510.335,3508.335,3511.313,3503.367,15878.0,556769060.0
2009-04-23 14:45:00,3508.335,3514.323,3518.171,3504.379,19826.0,695633100.0
2009-04-24 09:45:00,3515.302,3512.441,3524.401,3503.495,39408.0,1384191600.0
2009-04-24 11:00:00,3514.398,3510.349,3515.377,3505.459,22726.0,797576160.0
2009-04-24 14:00:00,3510.349,3500.442,3511.388,3499.463,26718.0,936200400.0
2009-04-24 15:00:00,3499.46,3503.401,3505.459,3499.46,23276.0,814946060.0
2009-04-27 10:00:00,3512.167,3513.218,3521.929,3510.171,40934.0,1437808700.0
2009-04-27 11:15:00,3513.218,3506.158,3514.197,3504.2,20178.0,707426540.0
2009-04-27 14:15:00,3506.158,3502.207,3507.138,3494.116,27704.0,969602120.0
2009-04-28 09:15:00,3502.207,3508.188,3517.163,3497.177,32664.0,1144687560.0
2009-04-28 10:15:00,3508.188,3511.087,3515.986,3506.182,35512.0,1246617100.0
2009-04-28 11:30:00,3510.108,3510.024,3512.066,3507.164,15942.0,559282160.0
2009-04-28 14:30:00,3510.024,3506.115,3511.006,3504.136,17856.0,625913840.0
2009-04-29 09:30:00,3506.115,3513.007,3520.744,3505.081,33100.0,1161904660.0
2009-04-29 10:45:00,3513.007,3506.009,3513.987,3505.029,21480.0,753442120.0
2009-04-29 13:45:00,3506.989,3512.072,3515.01,3506.009,14842.0,520903400.0
2009-04-29 14:45:00,3512.072,3516.992,3518.967,3509.132,29648.0,1041717580.0
2009-04-30 09:45:00,3517.056,3542.471,3548.35,3516.076,77942.0,2753050840.0
2009-04-30 11:00:00,3542.504,3537.663,3543.481,3531.625,31380.0,1109471540.0
2009-04-30 14:00:00,3536.633,3549.476,3575.266,3535.707,102980.0,3654902580.0
2009-04-30 15:00:00,3550.454,3554.466,3557.411,3542.628,50188.0,1781870320.0
2009-05-04 10:00:00,3573.89,3623.02,3624.974,3573.89,174538.0,6285937140.0
2009-05-04 11:15:00,3624.084,3620.269,3626.041,3605.483,82010.0,2964674480.0
2009-05-04 14:15:00,3620.233,3647.424,3661.112,3615.487,191366.0,6963265600.0
2009-05-05 09:15:00,3647.424,3584.014,3653.298,3573.294,191338.0,6938925460.0
2009-05-05 10:15:00,3583.028,3585.103,3595.045,3577.285,55782.0,1999959120.0
2009-05-05 11:30:00,3589.013,3581.102,3591.933,3579.992,25868.0,927005920.0
2009-05-05 14:30:00,3581.102,3582.939,3587.819,3579.002,18304.0,655626300.0
2009-05-06 09:30:00,3582.939,3591.794,3599.65,3575.088,42190.0,1513480380.0
2009-05-06 10:45:00,3592.771,3590.904,3599.692,3588.003,30612.0,1099633220.0
2009-05-06 13:45:00,3590.904,3593.936,3598.823,3588.935,19374.0,696130500.0
2009-05-06 14:45:00,3593.936,3595.886,3595.886,3591.903,13246.0,475819340.0
2009-05-07 09:45:00,3594.909,3617.843,3631.724,3593.958,75654.0,2732466320.0
2009-05-07 11:00:00,3617.843,3604.73,3621.751,3601.808,40324.0,1456291560.0
2009-05-07 14:00:00,3604.73,3601.742,3604.73,3594.891,29602.0,1065063840.0
2009-05-07 15:00:00,3601.742,3594.89,3601.756,3592.936,17850.0,642009360.0
2009-05-08 10:00:00,3600.968,3595.594,3603.745,3591.912,25200.0,905750900.0
2009-05-08 11:15:00,3595.594,3600.646,3602.64,3593.792,21204.0,762646780.0
2009-05-08 14:15:00,3600.646,3614.61,3616.564,3597.714,34536.0,1245739660.0
2009-05-11 09:15:00,3614.61,3647.934,3647.934,3607.562,61096.0,2210242380.0
2009-05-11 10:15:00,3647.988,3651.082,3678.996,3641.141,139342.0,5102987900.0
2009-05-11 11:30:00,3652.141,3645.099,3654.994,3633.029,78130.0,2846998480.0
2009-05-11 14:30:00,3645.202,3644.345,3657.049,3641.284,48358.0,1764310620.0
2009-05-12 09:30:00,3644.339,3653.179,3661.015,3636.244,84596.0,3085746660.0
2009-05-12 10:45:00,3654.157,3654.176,3660.975,3648.289,52332.0,1911531200.0
2009-05-12 13:45:00,3654.176,3636.4,3656.134,3633.465,49136.0,1791562700.0
2009-05-12 14:45:00,3636.4,3641.179,3644.116,3631.478,27194.0,988784100.0
2009-05-13 09:45:00,3641.179,3648.276,3657.98,3641.179,54508.0,1989656620.0
2009-05-13 11:00:00,3646.32,3651.166,3652.189,3646.32,28652.0,1045591380.0
2009-05-13 14:00:00,3651.166,3642.267,3651.166,3641.289,22308.0,813168920.0
2009-05-13 15:00:00,3643.27,3640.382,3643.27,3635.378,27772.0,1010288160.0
2009-05-14 10:00:00,3618.0,3592.623,3621.872,3591.686,88774.0,3197084760.0
2009-05-14 11:15:00,3592.623,3596.656,3600.571,3591.595,22966.0,825738240.0
2009-05-14 14:15:00,3596.656,3597.608,3599.59,3593.647,14786.0,531787640.0
2009-05-15 09:15:00,3597.608,3609.546,3616.447,3592.734,33574.0,1209519680.0
2009-05-15 10:15:00,3610.524,3613.524,3619.365,3603.703,44964.0,1623201220.0
2009-05-15 11:30:00,3612.546,3606.582,3613.536,3603.624,22088.0,796616240.0
2009-05-15 14:30:00,3608.538,3605.508,3608.538,3597.626,25552.0,920192760.0
2009-05-18 09:30:00,3604.53,3588.852,3608.509,3583.757,45550.0,1637752200.0
2009-05-18 10:45:00,3588.876,3592.563,3592.584,3584.891,20516.0,736061560.0
2009-05-18 13:45:00,3591.586,3599.557,3601.55,3591.586,18406.0,661842340.0
2009-05-18 14:45:00,3600.535,3607.548,3613.371,3600.535,32646.0,1177493960.0
2009-05-19 09:45:00,3608.526,3618.69,3631.178,3607.548,37250.0,1347039180.0
2009-05-19 11:00:00,3618.675,3617.574,3619.529,3612.73,18892.0,682973680.0
2009-05-19 14:00:00,3617.574,3617.652,3620.559,3614.688,15128.0,547179960.0
2009-05-19 15:00:00,3616.674,3619.713,3627.642,3615.673,33908.0,1227445620.0
2009-05-20 10:00:00,3617.77,3615.807,3619.645,3613.784,19286.0,697077160.0
2009-05-20 11:15:00,3616.784,3628.654,3645.082,3614.813,55082.0,1998862920.0
2009-05-20 14:15:00,3628.654,3626.601,3631.584,3623.663,27432.0,994591420.0
2009-05-21 09:15:00,3626.601,3628.58,3629.311,3618.576,27696.0,1003248560.0
2009-05-21 10:15:00,3627.603,3631.475,3643.331,3627.603,59656.0,2166992580.0
2009-05-21 11:30:00,3631.469,3629.467,3632.433,3626.514,22366.0,811450740.0
2009-05-21 14:30:00,3630.444,3627.459,3630.457,3623.599,15534.0,563269820.0
2009-05-22 09:30:00,3626.468,3625.526,3628.492,3620.681,19676.0,713322320.0
2009-05-22 10:45:00,3625.526,3625.384,3626.503,3622.475,11976.0,433964500.0
2009-05-22 13:45:00,3625.384,3615.575,3625.417,3609.678,20214.0,731103180.0
2009-05-22 14:45:00,3614.598,3616.616,3616.616,3609.715,12846.0,464076600.0
2009-05-25 09:45:00,3616.634,3615.621,3630.236,3614.643,21396.0,774103080.0
2009-05-25 11:00:00,3614.656,3607.701,3615.633,3601.796,49094.0,1769101740.0
2009-05-25 14:00:00,3608.678,3609.804,3611.759,3605.773,12370.0,446303760.0
2009-05-25 15:00:00,3609.804,3610.684,3612.706,3607.736,19654.0,709308420.0
2009-05-26 10:00:00,3610.754,3601.9,3611.73,3597.972,27524.0,991082300.0
2009-05-26 11:15:00,3600.924,3603.834,3604.838,3599.933,11384.0,409897980.0
2009-05-26 14:15:00,3603.77,3615.738,3621.607,3599.861,43994.0,1589005500.0
2009-05-27 09:15:00,3615.738,3610.78,3629.357,3602.947,44702.0,1613075860.0
